CA,2000,2,268.29
CA,2000,3,277.27
CA,2000,4,285.83
CA,2001,1,296.87
CA,2001,2,305.92
CA,2001,3,312.37
CA,2001,4,316.75
CA,2002,1,325.21
CA,2002,2,336.26
CA,2002,3,348.91
CA,2002,4,359.1
CA,2003,1,367.4
CA,2003,2,374.27
CA,2003,3,386.94
CA,2003,4,411.71
CA,2004,1,424.95
CA,2004,2,451.57
CA,2004,3,497.46
CA,2004,4,516.55
CA,2005,1,539.05
CA,2005,2,570.57
CA,2005,3,598.95
CA,2005,4,625.64
CA,2006,1,638.57
CA,2006,2,644.41
CA,2006,3,646.49
CA,2006,4,642.74
CA,2007,1,634.01
CA,2007,2,623.27
CA,2007,3,600.01
CA,2007,4,575.64
CA,2008,1,543.42
CA,2008,2,498.59
CA,2008,3,460.88
CA,2008,4,444.98
CA,2009,1,440.89
CA,2009,2,420.75
CA,2009,3,411.49
CA,2009,4,412.82
CA,2010,1,409.79
CA,2010,2,408.6
CA,2010,3,410.76
CA,2010,4,406.21
CA,2011,1,391.81
CA,2011,2,385.53
CA,2011,3,387.01
CA,2011,4,385.75
CA,2012,1,381.41
CA,2012,2,382.09
CA,2012,3,390.78
CA,2012,4,398.91
CA,2013,1,407.49
CA,2013,2,426.52
CA,2013,3,448.65
CA,2013,4,463.64
CA,2014,1,473.42
CA,2014,2,486.08
CA,2014,3,496.32
CA,2014,4,501.91
CA,2015,1,506.84
CA,2015,2,518.54
CA,2015,3,532.06
CA,2015,4,539.36
CA,2016,1,546.34
CA,2016,2,555.92
CA,2016,3,567.79
CA,2016,4,574.95
CA,2017,1,582.28
CA,2017,2,594.61
CA,2017,3,606.37
CA,2017,4,615.43
CA,2018,1,626.4
CA,2018,2,638.48
CA,2018,3,646.56
CA,2018,4,646.55
CA,2019,1,650.52
CA,2019,2,657.02
CA,2019,3,663.71
CA,2019,4,667.81
CA,2020,1,673.28
CA,2020,2,680.07
CA,2020,3,687.47
CA,2020,4,701.21
CO,1975,1,54.36
CO,1975,2,54.71
CO,1975,3,54.66
CO,1975,4,54.93
CO,1976,1,54.86
CO,1976,2,59.82
CO,1976,3,59.64
CO,1976,4,62.05
CO,1977,1,64.85
CO,1977,2,65.7
CO,1977,3,69.1
CO,1977,4,72.99
CO,1978,1,76.02
CO,1978,2,79.97
CO,1978,3,84.26
CO,1978,4,87.56
CO,1979,1,91.89
CO,1979,2,94.71
CO,1979,3,97.71
CO,1979,4,99.61
CO,1980,1,100
CO,1980,2,102.56
CO,1980,3,107.25
CO,1980,4,106.82
CO,1981,1,106.68
CO,1981,2,108.74
CO,1981,3,114.86
CO,1981,4,110.69
CO,1982,1,119.84
CO,1982,2,121.42
CO,1982,3,122.96
CO,1982,4,126.74
CO,1983,1,126.55
CO,1983,2,125.51
CO,1983,3,126.93
CO,1983,4,121.99
CO,1984,1,126.6
CO,1984,2,125.9
CO,1984,3,126.19
CO,1984,4,123.85
CO,1985,1,126.74
CO,1985,2,125.91
CO,1985,3,126.95
CO,1985,4,124.59
CO,1986,1,129.11
CO,1986,2,129.88
CO,1986,3,129.05
CO,1986,4,128.36
CO,1987,1,130.09
CO,1987,2,128.53
CO,1987,3,125.8
CO,1987,4,124.75
CO,1988,1,125.66
CO,1988,2,125.46
CO,1988,3,124.23
CO,1988,4,123.72
CO,1989,1,123.82
CO,1989,2,124.73
CO,1989,3,127.27
CO,1989,4,126.77
CO,1990,1,127.43
CO,1990,2,128.42
CO,1990,3,129.38
CO,1990,4,129.7
CO,1991,1,131.15
CO,1991,2,132.83
CO,1991,3,133.97
CO,1991,4,136.26
CO,1992,1,138.18
CO,1992,2,141.24
CO,1992,3,144.34
CO,1992,4,147.04
CO,1993,1,149.72
CO,1993,2,153.41
CO,1993,3,157.75
CO,1993,4,161.67
CO,1994,1,166.38
CO,1994,2,174.02
CO,1994,3,178.44
CO,1994,4,179.82
CO,1995,1,183.12
CO,1995,2,186.71
CO,1995,3,190.46
